Data da venda,Nome Produto,Categoria do produto,Valor unitário,Quantidade vendida,Nome do cliente,Faixa etária do cliente,Gênero do cliente,Localização da compra
2024-11-17 06:11:13.388176,Café Orgânico,Cafés Especiais,14.5,1,Jose Allen,18-25,Masculino,Online
2024-10-01 23:28:06.634466,Cookie,Doces,6.8,3,Susan Hogan,26-35,Masculino,Paraná
2024-01-04 22:14:22.605047,Chá de Camomila,Chás Artesanais,8.9,1,Steven Carrillo,26-35,Outro,Brasília
2024-09-05 18:36:33.312290,Café Robusta,Cafés Especiais,10.9,1,Victoria Webb,26-35,Masculino,Brasília
2024-07-21 02:39:47.498963,Café Orgânico,Cafés Especiais,14.5,1,Daniel Baker,26-35,Masculino,Brasília
2024-12-01 06:11:17.149497,Chá de Hibisco,Chás Artesanais,9.2,1,Charles Shah,36-45,Outro,Online
2024-09-15 21:48:18.872905,Quiche de Alho-poró,Salgados,11.0,3,Mary Houston,18-25,Outro,Paraná
2024-02-27 11:06:32.963480,Brownie,Doces,7.5,3,Olivia Harris,46-55,Feminino,Online
2024-07-09 10:05:54.872316,Café Arábica,Cafés Especiais,12.9,4,Mr. Joel Peters,46-55,Feminino,Paraná
2024-02-15 01:00:16.245532,Chá Verde,Chás Artesanais,8.5,2,Mr. Alexander Landry MD,26-35,Feminino,Paraná
2024-08-13 04:09:49.613521,Chá Verde,Chás Artesanais,8.5,3,Alexis Benson,46-55,Feminino,São Paulo
2024-03-08 09:10:10.979150,Chá de Hibisco,Chás Artesanais,9.2,3,Brandi Haney,56+,Feminino,Paraná
2024-07-23 05:41:13.995836,Café Robusta,Cafés Especiais,10.9,2,Keith Jennings,46-55,Outro,Brasília
2024-10-25 09:56:43.065572,Café Robusta,Cafés Especiais,10.9,3,Edwin Nunez,26-35,Masculino,Online
2024-04-24 05:45:16.559825,Café Robusta,Cafés Especiais,10.9,1,Ariana Stewart,18-25,Outro,São Paulo
2024-10-28 15:20:11.654769,Café Orgânico,Cafés Especiais,14.5,1,Jacqueline Davis,46-55,Outro,Paraná
2024-10-20 05:41:25.333464,Empada de Palmito,Salgados,9.8,2,Corey Cortez,36-45,Outro,Paraná
2024-03-12 20:20:45.791843,Cookie,Doces,6.8,4,Holly Wood,46-55,Outro,São Paulo
2024-01-29 03:31:23.265920,Empada de Palmito,Salgados,9.8,4,Melissa Davis,18-25,Outro,Online
2024-11-05 02:35:53.826461,Bolo de Cenoura,Doces,9.9,2,Derrick Clayton,46-55,Feminino,Brasília
2024-04-13 10:17:45.983763,Café Orgânico,Cafés Especiais,14.5,2,Mr. Michael Scott PhD,26-35,Outro,São Paulo
2024-01-24 10:42:52.942219,Brownie,Doces,7.5,1,Debra Morton,26-35,Feminino,Paraná
2024-10-03 22:48:48.033124,Chá Verde,Chás Artesanais,8.5,4,Richard Aguirre,46-55,Outro,Paraná
2024-07-20 13:28:50.943848,Chá de Hibisco,Chás Artesanais,9.2,3,Justin Hurley,26-35,Outro,Brasília
2024-01-12 14:23:59.318497,Café Robusta,Cafés Especiais,10.9,1,Mark Jimenez,36-45,Feminino,Brasília
2024-12-22 06:09:04.563610,Café Orgânico,Cafés Especiais,14.5,2,Thomas Sullivan,18-25,Feminino,Brasília
2024-07-24 01:44:24.964058,Empada de Palmito,Salgados,9.8,4,Steve Paul,46-55,Outro,São Paulo
2024-01-17 03:40:18.885280,Cookie,Doces,6.8,3,Gregory Peck,36-45,Outro,São Paulo
2024-12-10 03:00:56.683414,Quiche de Alho-poró,Salgados,11.0,3,Henry Taylor,18-25,Feminino,São Paulo
2024-05-10 16:54:12.085990,Cookie,Doces,6.8,1,Melissa Brewer,18-25,Feminino,Online
2024-05-25 07:47:43.908951,Café Arábica,Cafés Especiais,12.9,4,Jason Powell,26-35,Masculino,Online
2024-10-01 12:21:26.093310,Chá de Hibisco,Chás Artesanais,9.2,4,Jamie Smith,26-35,Outro,Online
2024-12-21 16:12:35.325875,Empada de Palmito,Salgados,9.8,2,Donna Beck,26-35,Feminino,Online
2024-02-05 05:41:53.416037,Quiche de Alho-poró,Salgados,11.0,4,Michael Webster,26-35,Masculino,São Paulo
2024-09-27 12:49:35.229917,Chá de Hibisco,Chás Artesanais,9.2,4,Brian Chen,26-35,Outro,Brasília
2024-10-21 04:58:28.525349,Chá de Hibisco,Chás Artesanais,9.2,1,Eric Barker,18-25,Masculino,Paraná
2024-08-02 03:15:09.244546,Café Orgânico,Cafés Especiais,14.5,4,Rebecca Edwards,26-35,Masculino,Paraná
2024-08-02 09:44:29.075606,Brownie,Doces,7.5,3,Susan Powers,18-25,Feminino,Paraná
2024-04-15 11:27:36.098584,Cookie,Doces,6.8,1,Tammy Mcdowell,26-35,Masculino,São Paulo
2024-06-18 00:15:12.103984,Coxinha Vegana,Salgados,10.2,1,Patricia Williams,46-55,Feminino,São Paulo
2024-02-04 16:26:03.841493,Chá de Camomila,Chás Artesanais,8.9,2,Stephen Wood,18-25,Outro,Paraná
2024-11-18 05:38:05.202783,Café Arábica,Cafés Especiais,12.9,4,Melissa Abbott,26-35,Feminino,Online
2024-08-26 03:47:29.923650,Cookie,Doces,6.8,2,Tracy Walker,46-55,Outro,São Paulo
2024-02-28 15:12:45.040167,Chá de Camomila,Chás Artesanais,8.9,3,Carolyn Greer,26-35,Feminino,Online
2024-07-07 17:16:41.922915,Chá de Camomila,Chás Artesanais,8.9,1,David Harris,18-25,Outro,Online
2024-08-25 17:07:20.108982,Coxinha Vegana,Salgados,10.2,1,Christopher Porter,26-35,Outro,Brasília
2024-05-04 16:53:48.280455,Quiche de Alho-poró,Salgados,11.0,1,Lisa Randall,36-45,Masculino,Brasília
2024-05-03 05:46:54.346923,Bolo de Cenoura,Doces,9.9,3,Colin Fletcher,18-25,Outro,Brasília
2024-11-08 20:31:17.009515,Chá de Camomila,Chás Artesanais,8.9,3,Lorraine Turner,36-45,Masculino,São Paulo
2024-11-21 02:56:03.212002,Quiche de Alho-poró,Salgados,11.0,2,Ryan Salazar,18-25,Outro,São Paulo
2024-05-21 14:42:45.824792,Café Robusta,Cafés Especiais,10.9,2,Jamie James,18-25,Outro,Online
2024-08-10 16:27:02.983017,Café Orgânico,Cafés Especiais,14.5,2,Brandy Myers,26-35,Outro,Brasília
2024-02-25 15:16:28.544800,Coxinha Vegana,Salgados,10.2,4,Joseph Hill,26-35,Feminino,Brasília
2024-06-30 17:45:35.985602,Cookie,Doces,6.8,1,Todd Moore,18-25,Masculino,São Paulo
2024-02-22 09:14:32.677200,Brownie,Doces,7.5,1,Charles Schultz,26-35,Masculino,São Paulo
2024-07-18 04:40:37.904789,Cookie,Doces,6.8,2,Robert Thompson,18-25,Outro,Paraná
2024-10-12 07:11:19.861569,Chá Verde,Chás Artesanais,8.5,1,Jacqueline Davis,18-25,Feminino,Brasília
2024-02-04 18:19:30.048737,Brownie,Doces,7.5,2,Breanna Ayala,46-55,Feminino,Online
2024-12-06 23:43:14.645685,Café Arábica,Cafés Especiais,12.9,4,Erica Alvarez,18-25,Outro,São Paulo
2024-04-12 00:43:19.498233,Quiche de Alho-poró,Salgados,11.0,4,Ashley Brown,26-35,Masculino,Paraná
2024-02-02 12:05:58.624608,Café Robusta,Cafés Especiais,10.9,3,Sarah Thompson,36-45,Masculino,Online
2024-10-08 01:38:39.026277,Café Robusta,Cafés Especiais,10.9,4,Candace Soto,18-25,Masculino,Paraná
2024-06-21 08:40:55.950691,Café Arábica,Cafés Especiais,12.9,2,Robin Johnson,36-45,Masculino,Paraná
2024-11-15 19:14:19.666398,Empada de Palmito,Salgados,9.8,4,Darlene Miller,46-55,Outro,São Paulo
2024-02-21 00:02:53.921413,Chá de Hibisco,Chás Artesanais,9.2,3,Martha Smith,56+,Masculino,Online
2024-07-26 02:17:42.565301,Coxinha Vegana,Salgados,10.2,1,Angie Henderson,46-55,Outro,Paraná
2024-11-09 03:06:15.382391,Chá Verde,Chás Artesanais,8.5,2,Michelle Harmon,56+,Feminino,Paraná
2024-11-08 13:51:46.791269,Bolo de Cenoura,Doces,9.9,1,Allen Mendez,56+,Outro,São Paulo
2024-02-17 17:35:13.320202,Brownie,Doces,7.5,3,Vanessa Howard,36-45,Outro,Brasília
2024-11-04 01:26:00.056766,Brownie,Doces,7.5,3,Heather Page,36-45,Masculino,Paraná
2024-05-16 19:33:42.117627,Coxinha Vegana,Salgados,10.2,3,Matthew Hunt,26-35,Feminino,Paraná
2024-07-03 15:05:01.986182,Bolo de Cenoura,Doces,9.9,1,Jacqueline Mccoy,26-35,Outro,Paraná
2024-11-15 23:22:11.728814,Brownie,Doces,7.5,1,Virginia Casey,56+,Feminino,Brasília
2024-08-14 02:53:10.600563,Chá de Camomila,Chás Artesanais,8.9,1,Jeffery Nelson,18-25,Feminino,Brasília
2024-09-27 02:53:57.364630,Café Orgânico,Cafés Especiais,14.5,1,Jesse Perez,26-35,Outro,Online
2024-10-26 07:29:12.148198,Quiche de Alho-poró,Salgados,11.0,3,Alyssa Long,46-55,Outro,Brasília
2024-11-07 09:12:10.272087,Café Orgânico,Cafés Especiais,14.5,3,Cynthia Green,36-45,Feminino,Online
2024-02-27 15:36:01.499866,Cookie,Doces,6.8,2,Bryan Gomez,46-55,Outro,Brasília
2024-01-27 11:29:30.096570,Café Robusta,Cafés Especiais,10.9,2,Heather Woodard,56+,Feminino,Brasília
2024-06-17 04:00:47.817394,Chá de Camomila,Chás Artesanais,8.9,1,Paula Moreno,46-55,Outro,Paraná
2024-06-19 05:18:43.734967,Chá Verde,Chás Artesanais,8.5,4,Megan Anderson,36-45,Feminino,São Paulo
2024-11-24 02:19:36.107961,Chá de Hibisco,Chás Artesanais,9.2,4,Ashley Stevens,26-35,Feminino,Online
2024-02-01 10:17:38.365695,Chá Verde,Chás Artesanais,8.5,3,Craig Morrison,56+,Outro,Online
2024-11-30 13:39:28.475722,Café Robusta,Cafés Especiais,10.9,3,Levi Lopez,26-35,Masculino,São Paulo
2024-10-07 21:50:10.867669,Chá Verde,Chás Artesanais,8.5,3,Michael Lopez,18-25,Masculino,São Paulo
2024-04-29 17:44:22.824432,Bolo de Cenoura,Doces,9.9,2,Anthony Mooney,18-25,Outro,Paraná
2024-12-29 20:38:05.461962,Chá de Camomila,Chás Artesanais,8.9,2,Shane Henderson,56+,Outro,Paraná
2024-09-13 12:08:11.053419,Coxinha Vegana,Salgados,10.2,3,Michelle Mitchell,26-35,Outro,Brasília
2024-04-11 15:35:50.042578,Cookie,Doces,6.8,3,Zachary Santiago,56+,Feminino,Brasília
2024-02-26 07:45:52.949283,Empada de Palmito,Salgados,9.8,3,Eric Rush,26-35,Masculino,São Paulo
2024-08-21 07:19:22.333956,Café Robusta,Cafés Especiais,10.9,4,Tiffany Anderson,26-35,Feminino,Paraná
2024-01-12 12:07:31.869642,Café Robusta,Cafés Especiais,10.9,2,Ashley Hicks,26-35,Outro,Brasília
2024-05-18 12:04:03.084953,Chá de Camomila,Chás Artesanais,8.9,4,Michael Miller,56+,Masculino,São Paulo
2024-05-11 21:01:34.743949,Chá de Hibisco,Chás Artesanais,9.2,4,Timothy Johnson,18-25,Outro,Brasília
2024-06-21 10:37:43.971105,Café Robusta,Cafés Especiais,10.9,3,Holly Scott,46-55,Outro,Paraná
2024-11-12 04:05:31.763594,Brownie,Doces,7.5,3,Courtney Mills,26-35,Feminino,Brasília
2024-09-06 07:49:57.360534,Bolo de Cenoura,Doces,9.9,1,Amber Butler,18-25,Masculino,Online
2024-08-20 02:48:53.182658,Café Orgânico,Cafés Especiais,14.5,1,Dale Chan,36-45,Masculino,Brasília
2024-01-26 11:16:51.452184,Café Robusta,Cafés Especiais,10.9,4,Martha Bailey,46-55,Outro,Brasília
2024-04-18 10:05:08.373708,Chá Verde,Chás Artesanais,8.5,2,Eric Warner,46-55,Masculino,Paraná
2024-11-14 13:23:41.826336,Coxinha Vegana,Salgados,10.2,3,Dr. William Warren,36-45,Outro,Brasília
2024-09-01 09:44:38.830332,Cookie,Doces,6.8,3,Jose Ramirez,18-25,Feminino,São Paulo
2024-10-30 17:39:30.367928,Café Robusta,Cafés Especiais,10.9,4,Lisa Cervantes,26-35,Feminino,Brasília
2024-11-25 22:47:24.190336,Bolo de Cenoura,Doces,9.9,1,Michelle Mitchell,36-45,Masculino,Online
2024-10-01 18:20:27.893589,Bolo de Cenoura,Doces,9.9,2,Tamara Davis,18-25,Masculino,Brasília
2024-05-07 16:32:11.634907,Chá de Camomila,Chás Artesanais,8.9,1,Denise Davenport,36-45,Feminino,Paraná
2024-06-22 14:52:28.314833,Empada de Palmito,Salgados,9.8,1,Jacob Obrien,36-45,Masculino,São Paulo
2024-02-28 05:59:08.382569,Chá Verde,Chás Artesanais,8.5,1,Michelle Harmon,18-25,Outro,Online
2024-05-09 18:48:01.646675,Cookie,Doces,6.8,1,Cynthia Mueller,46-55,Masculino,São Paulo
2024-05-22 10:43:39.068127,Empada de Palmito,Salgados,9.8,3,Jessica Smith,26-35,Feminino,Brasília
2024-10-12 19:22:37.050168,Chá Verde,Chás Artesanais,8.5,3,Monica Miller,26-35,Outro,Brasília
2024-01-29 10:36:48.247393,Empada de Palmito,Salgados,9.8,1,Robin Young,56+,Outro,São Paulo
2024-08-13 20:56:58.823187,Café Robusta,Cafés Especiais,10.9,2,James Padilla,36-45,Outro,Online
2024-12-26 03:35:34.885697,Bolo de Cenoura,Doces,9.9,4,Kara Sandoval,56+,Outro,Paraná
2024-09-28 03:44:44.583625,Empada de Palmito,Salgados,9.8,2,Jordan Bates,18-25,Masculino,Online
2024-04-25 15:47:46.246163,Chá Verde,Chás Artesanais,8.5,2,Dale Heath,18-25,Masculino,Online
2024-06-16 17:05:08.400098,Chá Verde,Chás Artesanais,8.5,2,Carla Jones,36-45,Feminino,Online
2024-11-11 22:04:46.363146,Chá de Hibisco,Chás Artesanais,9.2,1,Paula Bradley,46-55,Masculino,Paraná
2024-12-20 01:47:02.637700,Café Arábica,Cafés Especiais,12.9,3,Kyle Nguyen,18-25,Masculino,São Paulo
2024-07-09 05:03:02.875475,Cookie,Doces,6.8,2,Ashley Hicks,36-45,Feminino,Brasília
2024-06-13 12:14:54.747900,Café Arábica,Cafés Especiais,12.9,1,Madison Weber,26-35,Masculino,Paraná
2024-02-15 18:28:57.117686,Chá de Hibisco,Chás Artesanais,9.2,2,Joanna Kelly,36-45,Masculino,São Paulo
2024-12-19 17:55:58.078283,Café Arábica,Cafés Especiais,12.9,2,James Gardner,26-35,Masculino,Brasília
2024-03-20 17:41:29.552556,Chá de Hibisco,Chás Artesanais,9.2,1,Jessica Harris,46-55,Masculino,Paraná
2024-06-02 14:55:24.201894,Chá de Hibisco,Chás Artesanais,9.2,3,Michael Thompson,18-25,Feminino,São Paulo
2024-03-01 04:46:36.089080,Quiche de Alho-poró,Salgados,11.0,3,Daniel Kennedy,18-25,Masculino,São Paulo
2024-05-07 18:12:48.229656,Chá de Camomila,Chás Artesanais,8.9,4,Carly Riggs,36-45,Feminino,Online
2024-12-20 06:01:32.272460,Chá Verde,Chás Artesanais,8.5,1,Robin Johnson,36-45,Masculino,Paraná
2024-01-06 10:54:00.903727,Chá de Hibisco,Chás Artesanais,9.2,4,Brandon Fleming,18-25,Feminino,São Paulo
2024-01-06 03:01:39.147922,Coxinha Vegana,Salgados,10.2,4,Deborah Williams,18-25,Feminino,Brasília
2024-07-02 21:42:43.206033,Chá de Camomila,Chás Artesanais,8.9,4,Jerry Brown,46-55,Outro,Paraná
2024-09-12 22:35:00.615198,Quiche de Alho-poró,Salgados,11.0,3,Rebecca Kelly,18-25,Outro,Paraná
2024-06-15 19:25:45.444736,Quiche de Alho-poró,Salgados,11.0,1,Julie Johnson,26-35,Feminino,Online
2024-05-08 13:48:43.518379,Café Arábica,Cafés Especiais,12.9,4,Phillip Nelson,46-55,Feminino,São Paulo
2024-07-09 13:57:19.298838,Coxinha Vegana,Salgados,10.2,1,Amy Kelley,26-35,Feminino,São Paulo
2024-02-11 10:31:06.254582,Cookie,Doces,6.8,1,Jeffrey Howell,18-25,Masculino,Paraná
2024-06-05 06:19:00.039668,Quiche de Alho-poró,Salgados,11.0,3,Randy Friedman,18-25,Masculino,Online
2024-08-05 13:07:30.376812,Cookie,Doces,6.8,4,Amanda Sullivan MD,26-35,Feminino,Paraná
2024-05-19 10:15:28.337107,Empada de Palmito,Salgados,9.8,4,Louis Martin,26-35,Masculino,Online
2024-09-08 21:43:56.417642,Chá de Hibisco,Chás Artesanais,9.2,1,Colin Fletcher,18-25,Masculino,Paraná
2024-04-13 00:24:45.614697,Café Robusta,Cafés Especiais,10.9,2,Lauren Haley,18-25,Masculino,Brasília
2024-12-03 17:14:40.240213,Brownie,Doces,7.5,3,Susan Conley,18-25,Masculino,Paraná
2024-12-29 05:28:46.972003,Cookie,Doces,6.8,3,Dylan Foster,46-55,Outro,Paraná
2024-02-07 07:54:35.078804,Chá de Camomila,Chás Artesanais,8.9,3,Nicole Richards,56+,Outro,Paraná
2024-08-12 19:55:08.006932,Café Robusta,Cafés Especiais,10.9,3,Raymond Le,46-55,Feminino,Online
2024-06-30 01:13:16.857859,Café Robusta,Cafés Especiais,10.9,4,Miss Kelly Dawson,26-35,Masculino,Online
2024-12-04 06:43:34.324435,Chá Verde,Chás Artesanais,8.5,4,Christina Washington,36-45,Feminino,São Paulo
2024-06-11 23:57:51.061781,Quiche de Alho-poró,Salgados,11.0,2,Alexander Webb,26-35,Masculino,Paraná
2024-01-12 02:56:07.535590,Chá de Hibisco,Chás Artesanais,9.2,3,Timothy Shannon,56+,Feminino,São Paulo
2024-06-02 08:37:35.160484,Empada de Palmito,Salgados,9.8,3,Greg Osborne,36-45,Feminino,São Paulo
2024-06-14 07:24:35.275222,Chá de Hibisco,Chás Artesanais,9.2,1,Veronica Berry,36-45,Feminino,Paraná
2024-03-12 09:15:09.566954,Brownie,Doces,7.5,4,Steven Blevins,26-35,Feminino,Paraná
2024-02-15 07:56:44.206669,Bolo de Cenoura,Doces,9.9,3,Shane Henderson,36-45,Masculino,São Paulo
2024-11-29 05:37:21.936985,Chá de Hibisco,Chás Artesanais,9.2,2,Amber Martin,36-45,Outro,Online
2024-10-26 10:53:33.104665,Coxinha Vegana,Salgados,10.2,2,Heather Hernandez,26-35,Outro,Online
2024-09-27 11:51:15.624632,Chá de Hibisco,Chás Artesanais,9.2,4,Elizabeth Oliver DDS,26-35,Feminino,Paraná
2024-05-16 16:44:14.955242,Café Arábica,Cafés Especiais,12.9,2,Katherine Salas,36-45,Masculino,Brasília
2024-04-13 01:15:35.399909,Coxinha Vegana,Salgados,10.2,2,Douglas Gregory,18-25,Feminino,Paraná
2024-04-06 01:40:49.400783,Chá Verde,Chás Artesanais,8.5,4,Victor Morris,36-45,Masculino,Online
2024-10-17 04:42:03.482557,Café Robusta,Cafés Especiais,10.9,3,Shannon Green,18-25,Feminino,Online
2024-03-29 10:03:32.175109,Coxinha Vegana,Salgados,10.2,3,Kirk Carter,18-25,Feminino,Online
2024-05-31 10:36:51.356896,Café Robusta,Cafés Especiais,10.9,2,Sandra Torres,56+,Masculino,São Paulo
2024-02-25 14:32:39.946540,Chá de Hibisco,Chás Artesanais,9.2,2,Kenneth Sharp,46-55,Outro,Online
2024-10-25 16:46:55.124705,Chá de Camomila,Chás Artesanais,8.9,3,Tracy Chavez,56+,Outro,São Paulo
2024-08-06 02:20:50.619897,Empada de Palmito,Salgados,9.8,4,Joanna Pacheco,18-25,Masculino,Online
2024-12-16 04:53:30.045629,Café Robusta,Cafés Especiais,10.9,2,Angel Reilly,46-55,Outro,Paraná
2024-03-29 21:21:42.646489,Empada de Palmito,Salgados,9.8,1,Ariel Sandoval,36-45,Outro,Brasília
2024-03-11 13:48:47.185370,Bolo de Cenoura,Doces,9.9,4,April Finley,56+,Feminino,Paraná
2024-10-29 05:21:08.720575,Quiche de Alho-poró,Salgados,11.0,2,Anthony Simmons,46-55,Masculino,Online
2024-07-29 23:36:54.444642,Chá Verde,Chás Artesanais,8.5,2,Christopher Porter,36-45,Feminino,Online
2024-08-20 21:40:53.913677,Quiche de Alho-poró,Salgados,11.0,1,Paul Lewis,36-45,Masculino,Online
2024-03-04 19:55:40.599607,Café Arábica,Cafés Especiais,12.9,1,Mark Moss,46-55,Feminino,Paraná
2024-07-07 01:07:38.567659,Café Orgânico,Cafés Especiais,14.5,3,Justin Hurley,36-45,Masculino,Online
2024-02-06 00:00:31.918252,Quiche de Alho-poró,Salgados,11.0,4,Jose Travis,56+,Masculino,Brasília
2024-07-03 07:59:18.252983,Cookie,Doces,6.8,4,Amanda Sullivan MD,18-25,Masculino,Brasília
2024-10-13 19:59:11.163120,Coxinha Vegana,Salgados,10.2,3,Stephanie Manning,36-45,Outro,Online
2024-08-16 04:58:18.819643,Empada de Palmito,Salgados,9.8,4,Bradley Duncan,26-35,Masculino,Online
2024-07-20 13:18:52.585802,Café Arábica,Cafés Especiais,12.9,4,Robert Arnold,18-25,Masculino,Paraná
2024-03-15 08:52:02.280757,Empada de Palmito,Salgados,9.8,4,Francis Robinson,18-25,Outro,São Paulo
2024-06-08 22:16:26.488625,Coxinha Vegana,Salgados,10.2,4,Eric Taylor,46-55,Masculino,São Paulo
2024-08-04 10:56:02.046513,Café Orgânico,Cafés Especiais,14.5,4,David Martinez,18-25,Masculino,Online
2024-09-15 07:04:54.801788,Chá Verde,Chás Artesanais,8.5,1,Kenneth Brown,46-55,Outro,Paraná
2024-01-29 01:14:08.915010,Chá de Hibisco,Chás Artesanais,9.2,4,Edgar Hughes,18-25,Outro,Brasília
2024-09-27 20:12:16.455329,Chá de Hibisco,Chás Artesanais,9.2,1,Robert Charles,18-25,Outro,Brasília
2024-06-14 13:24:08.617080,Quiche de Alho-poró,Salgados,11.0,4,Joyce Brown,26-35,Outro,Brasília
2024-05-10 06:58:41.243424,Café Robusta,Cafés Especiais,10.9,3,Brandy Forbes,18-25,Masculino,Paraná
2024-11-23 18:24:36.183103,Chá Verde,Chás Artesanais,8.5,2,Samantha Garcia,18-25,Masculino,Brasília
2024-07-14 22:53:03.117976,Brownie,Doces,7.5,1,Jennifer Vaughn,36-45,Masculino,Brasília
2024-10-11 18:11:50.711268,Chá de Camomila,Chás Artesanais,8.9,4,Anthony Harmon,18-25,Outro,Brasília
2024-10-08 18:05:43.186803,Cookie,Doces,6.8,3,Robert West,36-45,Outro,São Paulo
2024-04-10 13:20:31.374329,Empada de Palmito,Salgados,9.8,2,Frank Cordova,18-25,Masculino,Paraná
2024-08-17 12:19:21.117700,Brownie,Doces,7.5,1,Rebecca Henderson,26-35,Feminino,Brasília
2024-07-30 07:16:54.284113,Coxinha Vegana,Salgados,10.2,2,Curtis Wilkerson,18-25,Outro,Paraná
2024-06-16 21:32:38.168464,Brownie,Doces,7.5,3,Courtney Gonzalez,46-55,Feminino,Paraná
2024-02-09 22:22:57.645630,Coxinha Vegana,Salgados,10.2,1,Richard Alvarez,26-35,Outro,São Paulo
2024-11-22 12:21:21.447001,Brownie,Doces,7.5,2,Jessica Garcia,26-35,Outro,Online
2024-06-29 01:23:22.074425,Chá de Hibisco,Chás Artesanais,9.2,4,Ronald Davis,36-45,Outro,Paraná
2024-11-01 11:52:02.290505,Coxinha Vegana,Salgados,10.2,1,Maria Henry,18-25,Outro,Online
2024-06-28 03:44:40.541917,Quiche de Alho-poró,Salgados,11.0,2,Richard Gordon,36-45,Outro,Brasília
2024-01-27 19:35:06.285159,Chá Verde,Chás Artesanais,8.5,3,Jessica Larsen,46-55,Masculino,Paraná
2024-01-28 11:09:19.082328,Chá de Camomila,Chás Artesanais,8.9,3,Troy Mills,46-55,Outro,Brasília
2024-05-16 01:31:51.192708,Café Arábica,Cafés Especiais,12.9,1,Haley Johnson,26-35,Masculino,São Paulo
2024-11-27 21:23:45.545191,Coxinha Vegana,Salgados,10.2,2,Marie Boyd,18-25,Outro,Online
2024-03-06 15:51:35.512344,Brownie,Doces,7.5,1,Michael Johnson,26-35,Masculino,Online
2024-03-06 15:41:30.616073,Brownie,Doces,7.5,1,Jeanette Harrison,46-55,Feminino,Paraná
2024-08-09 18:18:26.435836,Chá Verde,Chás Artesanais,8.5,2,Shawn Scott,18-25,Outro,São Paulo
2024-12-22 13:54:22.710212,Chá de Camomila,Chás Artesanais,8.9,2,John Mayer,26-35,Feminino,São Paulo
2024-06-25 10:07:21.276363,Quiche de Alho-poró,Salgados,11.0,4,Lisa Hensley,18-25,Feminino,Brasília
2024-07-18 17:45:20.996962,Chá Verde,Chás Artesanais,8.5,2,Christopher Mullen,56+,Masculino,São Paulo
2024-09-27 03:59:30.978912,Café Arábica,Cafés Especiais,12.9,3,Jonathan Perry,26-35,Masculino,São Paulo
2024-03-11 12:16:32.572683,Café Robusta,Cafés Especiais,10.9,1,Jacob Obrien,26-35,Masculino,São Paulo
2024-01-09 12:13:38.548503,Chá de Hibisco,Chás Artesanais,9.2,1,Laurie Hoffman,36-45,Feminino,Paraná
2024-02-25 01:33:50.353578,Quiche de Alho-poró,Salgados,11.0,3,Julian Conner,26-35,Feminino,Brasília
2024-02-11 20:16:02.324240,Cookie,Doces,6.8,2,Samuel Wong,18-25,Feminino,Online
2024-04-29 10:10:17.495777,Coxinha Vegana,Salgados,10.2,3,Donald Flores,56+,Feminino,Brasília
2024-09-22 21:23:37.925913,Empada de Palmito,Salgados,9.8,3,Donna Johnson,18-25,Feminino,São Paulo
2024-04-07 14:14:32.638435,Chá de Hibisco,Chás Artesanais,9.2,4,Kevin Price,26-35,Feminino,Paraná
2024-12-13 19:54:33.003114,Quiche de Alho-poró,Salgados,11.0,3,Matthew Wells,26-35,Feminino,São Paulo
2024-07-20 06:12:21.516440,Coxinha Vegana,Salgados,10.2,1,Lauren Carson,56+,Masculino,Brasília
2024-09-28 17:35:01.601307,Cookie,Doces,6.8,3,Derrick Clayton,56+,Feminino,Paraná
2024-07-06 00:08:12.087599,Empada de Palmito,Salgados,9.8,1,Rhonda Chavez,36-45,Outro,Brasília
2024-03-11 19:55:40.631812,Coxinha Vegana,Salgados,10.2,1,Steven Cook,18-25,Outro,São Paulo
2024-09-07 14:48:37.408130,Chá de Hibisco,Chás Artesanais,9.2,1,Jennifer Vasquez,26-35,Outro,Paraná
2024-04-12 09:06:16.873373,Quiche de Alho-poró,Salgados,11.0,2,Mercedes Miller,26-35,Masculino,Online
